tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
96750000,2026-01-18T13:55:51.506172,5182285,1049995,4420037,703829,1191217,0.16250820248724762,0.8066832,0.41264565968340233,10499.95,33700.42,44200.37,11604.78,40218.07,51822.85,1104.83,5933.46,7038.29,0.16250820248724762,806683.2,0.008066832000000001,11912.17,41105.61,0.0,0.41264565968340233,1049995,3370042,4420037,703829,80668320,0,3,88,0,2,0,2,0,1,4,0,145.61,179,95,N/A,34,48129.58823529412,7458.676470588235,0.15905188944150225,31645001,930735.3235294118,13045.088235294117,44703.67647058824,0.0,0.0,N/A,33,37908.030303030304,6514.0,0.17197430323911805,19214966,582271.696969697,9959.878787878788,35232.15151515151,0.0,0.0,N/A,33,46444.42424242424,7129.454545454545,0.1566031515400845,29808353,903283.4242424242,12697.212121212122,43271.969696969696,0.0,0.0,30010988234322.0,1.6468934163089333,0.9601475734639715
96760000,2026-01-18T13:55:51.873899,5182816,1050103,4420489,703901,1191338,0.16250856768660893,0.80676787,0.41267027293255365,10501.03,33703.86,44204.89,11605.99,40222.17,51828.16,1104.95,5934.06,7039.01,0.16250856768660893,806767.87,0.008067678699999999,11913.38,41109.85,0.0,0.41267027293255365,1050103,3370386,4420489,703901,80676787,0,3,91,0,1,0,2,0,2,1,0,94.82,110,97,N/A,34,48134.94117647059,7459.5,0.15905177610075802,31648277,930831.6764705882,13046.617647058823,44708.82352941176,0.0,0.0,N/A,33,37911.30303030303,6514.757575757576,0.17197948630563803,19216655,582322.8787878788,9960.848484848484,35235.545454545456,0.0,0.0,N/A,33,46449.333333333336,7130.030303030303,0.15659919191360797,29811855,903389.5454545454,12698.333333333334,43276.121212121216,0.0,0.0,30019548261440.887,1.6469191438364272,0.9601446928805885
96770000,2026-01-18T13:55:52.242351,5183361,1050213,4420959,703973,1191460,0.16250798739027936,0.80685034,0.4126949465531597,10502.13,33707.46,44209.59,11607.2,40226.41,51833.61,1105.06,5934.67,7039.73,0.16250798739027936,806850.34,0.0080685034,11914.6,41114.19,0.0,0.4126949465531597,1050213,3370746,4420959,703973,80685034,0,1,90,0,1,0,2,0,2,4,0,73.66,102,94,N/A,34,48139.76470588235,7460.529411764706,0.1590583581876239,31651356,930922.2352941176,13048.20588235294,44713.794117647056,0.0,0.0,N/A,33,37915.30303030303,6515.454545454545,0.1719798662574728,19218389,582375.4242424242,9961.878787878788,35239.21212121212,0.0,0.0,N/A,33,46454.606060606064,7130.454545454545,0.15659027194400366,29815289,903493.6060606061,12699.363636363636,43280.48484848485,0.0,0.0,30027122229064.223,1.6469307599091683,0.9601428623684285
96780000,2026-01-18T13:55:52.609379,5183880,1050319,4421402,704046,1191580,0.16250891774901263,0.80693526,0.41272022570783706,10503.19,33710.83,44214.02,11608.34,40230.46,51838.8,1105.15,5935.31,7040.46,0.16250891774901263,806935.26,0.008069352600000001,11915.8,41118.31,0.0,0.41272022570783706,1050319,3371083,4421402,704046,80693526,0,4,88,0,1,0,2,0,2,3,0,108.98,119,94,N/A,34,48144.64705882353,7461.176470588235,0.15905668519074725,31654357,931010.5,13049.5,44718.382352941175,0.0,0.0,N/A,33,37919.393939393936,6516.090909090909,0.1719783010677252,19220827,582449.303030303,9962.90909090909,35242.78787878788,0.0,0.0,N/A,33,46458.90909090909,7131.363636363636,0.15659638009639165,29818342,903586.1212121212,12700.636363636364,43284.666666666664,0.0,0.0,30030104835150.0,1.6468779933350421,0.9601471161199868
96790000,2026-01-18T13:55:52.977976,5184431,1050431,4421874,704121,1191702,0.1625087751691921,0.80702041,0.41274599617897195,10504.31,33714.43,44218.74,11609.62,40234.69,51844.31,1105.3,5935.91,7041.21,0.1625087751691921,807020.41,0.0080702041,11917.02,41122.6,0.0,0.41274599617897195,1050431,3371443,4421874,704121,80702041,0,2,89,0,0,0,2,0,2,5,0,106.29,150,95,N/A,34,48149.94117647059,7461.882352941177,0.15905378852045288,31657759,931110.5588235294,13050.529411764706,44722.55882352941,0.0,0.0,N/A,33,37923.51515151515,6516.606060606061,0.17197333112645816,19223189,582520.8787878788,9963.848484848484,35246.333333333336,0.0,0.0,N/A,33,46463.63636363636,7132.393939393939,0.15660390242577857,29821093,903669.4848484849,12702.333333333334,43289.818181818184,0.0,0.0,30034160252630.22,1.646852611187457,0.9601500240671197
96800000,2026-01-18T13:55:53.349404,5184988,1050549,4422353,704193,1191816,0.1625079943646838,0.80710296,0.4127711405738071,10505.49,33718.04,44223.53,11610.88,40239.0,51849.88,1105.38,5936.55,7041.93,0.1625079943646838,807102.96,0.0080710296,11918.16,41126.83,0.0,0.4127711405738071,1050549,3371804,4422353,704193,80710296,0,2,91,0,2,0,3,0,1,1,0,147.46,169,97,N/A,34,48155.55882352941,7462.323529411765,0.15904437286885498,31661398,931217.5882352941,13051.5,44726.85294117647,0.0,0.0,N/A,33,37927.545454545456,6517.545454545455,0.17198001445866629,19224939,582573.9090909091,9964.939393939394,35250.15151515151,0.0,0.0,N/A,33,46468.333333333336,7133.181818181818,0.15660455399367648,29823959,903756.3333333334,12703.69696969697,43294.393939393936,0.0,0.0,30042324388644.668,1.6468919875376458,0.9601474519363262
96810000,2026-01-18T13:55:53.716063,5185510,1050654,4422794,704270,1191946,0.16250960105189458,0.80718623,0.4127976260055439,10506.54,33721.4,44227.94,11612.01,40243.09,51855.1,1105.46,5937.24,7042.7,0.16250960105189458,807186.23,0.0080718623,11919.46,41131.13,0.0,0.4127976260055439,1050654,3372140,4422794,704270,80718623,0,2,91,0,0,0,2,0,3,2,0,91.97,120,93,N/A,34,48160.64705882353,7463.205882352941,0.15904657400287756,31664732,931315.6470588235,13053.058823529413,44732.0,0.0,0.0,N/A,33,37931.48484848485,6518.30303030303,0.17198227570532434,19226904,582633.4545454546,9966.121212121212,35254.030303030304,0.0,0.0,N/A,33,46472.51515151515,7133.848484848485,0.15660489366108832,29826987,903848.0909090909,12704.848484848484,43298.242424242424,0.0,0.0,30048736849944.223,1.646897077137328,0.9601471805457564
96820000,2026-01-18T13:55:54.085286,5186058,1050767,4423266,704339,1192062,0.16250736877165792,0.80726902,0.41282128943329255,10507.67,33724.99,44232.66,11613.25,40247.33,51860.58,1105.57,5937.82,7043.39,0.16250736877165792,807269.02,0.0080726902,11920.62,41135.36,0.0,0.41282128943329255,1050767,3372499,4423266,704339,80726902,0,1,91,0,2,0,3,0,2,1,0,129.56,151,95,N/A,34,48166.32352941176,7463.823529411765,0.15903995093202208,31667968,931410.8235294118,13054.117647058823,44736.5,0.0,0.0,N/A,33,37935.606060606064,6518.787878787879,0.17197652961396978,19228938,582695.0909090909,9966.90909090909,35257.48484848485,0.0,0.0,N/A,33,46476.84848484849,7134.818181818182,0.15661069903684965,29829996,903939.2727272727,12706.484848484848,43302.969696969696,0.0,0.0,30054448792560.887,1.6468911595637783,0.9601477564469173
96830000,2026-01-18T13:55:54.457195,5186593,1050874,4423718,704413,1192194,0.16250785646822394,0.80735072,0.41284644647404223,10508.74,33728.44,44237.18,11614.41,40251.52,51865.93,1105.67,5938.46,7044.13,0.16250785646822394,807350.72,0.0080735072,11921.94,41139.71,0.0,0.41284644647404223,1050874,3372844,4423718,704413,80735072,0,4,87,0,2,0,3,0,0,4,0,159.05,178,96,N/A,34,48171.5,7464.882352941177,0.15904633688262582,31671204,931506.0,13055.70588235294,44741.58823529412,0.0,0.0,N/A,33,37939.30303030303,6519.30303030303,0.17197349108189522,19230505,582742.5757575758,9968.060606060606,35261.121212121216,0.0,0.0,N/A,33,46481.51515151515,7135.454545454545,0.15660863597304764,29833363,904041.303030303,12707.69696969697,43307.27272727273,0.0,0.0,30063249879782.887,1.646925236752753,0.9601442974395453
96840000,2026-01-18T13:55:54.825640,5187134,1050989,4424186,704480,1192305,0.16250669883123997,0.80743573,0.4128695251181644,10509.89,33731.97,44241.86,11615.63,40255.71,51871.34,1105.73,5939.07,7044.8,0.16250669883123997,807435.73,0.0080743573,11923.05,41143.82,0.0,0.4128695251181644,1050989,3373197,4424186,704480,80743573,0,2,93,0,0,0,1,0,2,2,0,104.36,121,97,N/A,34,48176.44117647059,7465.617647058823,0.15904611116467857,31674213,931594.5,13056.911764705883,44745.970588235294,0.0,0.0,N/A,33,37943.333333333336,6519.939393939394,0.17197195859812703,19232566,582805.0303030303,9969.060606060606,35264.69696969697,0.0,0.0,N/A,33,46486.57575757576,7136.090909090909,0.15660689302384045,29836794,904145.2727272727,12708.818181818182,43311.63636363636,0.0,0.0,30068926681128.22,1.6469052023531336,0.9601451304381247
96850000,2026-01-18T13:55:55.196555,5187660,1051095,4424640,704551,1192421,0.16250622339169418,0.80751949,0.4128938865709266,10510.95,33735.45,44246.4,11616.82,40259.78,51876.6,1105.86,5939.65,7045.51,0.16250622339169418,807519.49,0.0080751949,11924.21,41147.9,0.0,0.4128938865709266,1051095,3373545,4424640,704551,80751949,0,1,89,0,1,0,3,0,1,5,0,73.69,101,87,N/A,34,48181.5,7466.411764705882,0.15904607389961517,31677232,931683.2941176471,13058.264705882353,44750.5,0.0,0.0,N/A,33,37947.69696969697,6520.606060606061,0.17196973739325738,19234988,582878.4242424242,9970.151515151516,35268.69696969697,0.0,0.0,N/A,33,46490.757575757576,7136.757575757576,0.15660771189712147,29839729,904234.2121212122,12709.848484848484,43315.333333333336,0.0,0.0,30071820523069.56,1.6468547835849963,0.9601493864152741
96860000,2026-01-18T13:55:55.565226,5188185,1051200,4425088,704620,1192542,0.16250589880071228,0.80760216,0.41291801134447914,10512.0,33738.88,44250.88,11618.0,40263.85,51881.85,1106.0,5940.2,7046.2,0.16250589880071228,807602.16,0.0080760216,11925.42,41152.08,0.0,0.41291801134447914,1051200,3373888,4425088,704620,80760216,0,3,91,0,2,0,2,0,1,1,0,153.29,177,88,N/A,34,48186.0,7466.941176470588,0.15904266081691065,31680340,931774.7058823529,13059.529411764706,44754.82352941176,0.0,0.0,N/A,33,37952.0,6521.424242424242,0.17197213659719088,19236802,582933.3939393939,9971.30303030303,35272.72727272727,0.0,0.0,N/A,33,46495.393939393936,7137.484848484848,0.156607845593605,29843074,904335.5757575758,12711.060606060606,43319.51515151515,0.0,0.0,30078910005576.0,1.6468610531001981,0.9601482008752563
96870000,2026-01-18T13:55:55.934882,5188731,1051309,4425552,704694,1192673,0.16250636524892548,0.80768376,0.41294330469954166,10513.09,33742.43,44255.52,11619.21,40268.1,51887.31,1106.12,5940.82,7046.94,0.16250636524892548,807683.76,0.0080768376,11926.73,41156.52,0.0,0.41294330469954166,1051309,3374243,4425552,704694,80768376,0,1,96,0,1,0,1,0,1,0,0,36.32,124,94,N/A,34,48191.44117647059,7467.764705882353,0.15904278129960783,31683800,931876.4705882353,13060.882352941177,44759.55882352941,0.0,0.0,N/A,33,37955.757575757576,6522.090909090909,0.17197272968910607,19238565,582986.8181818182,9972.454545454546,35276.57575757576,0.0,0.0,N/A,33,46500.09090909091,7138.212121212121,0.1566085418474358,29846011,904424.5757575758,12712.484848484848,43324.242424242424,0.0,0.0,30086583695184.668,1.6468899837383921,0.9601461722187759
96880000,2026-01-18T13:55:56.305162,5189299,1051423,4426044,704768,1192802,0.16250491792400953,0.80776649,0.4129686441946127,10514.23,33746.21,44260.44,11620.49,40272.5,51892.99,1106.26,5941.42,7047.68,0.16250491792400953,807766.49,0.0080776649,11928.02,41160.92,0.0,0.4129686441946127,1051423,3374621,4426044,704768,80776649,0,3,90,0,0,0,0,0,2,5,0,83.79,119,92,N/A,34,48196.117647058825,7468.705882352941,0.15904686556959763,31686388,931952.5882352941,13062.558823529413,44764.5,0.0,0.0,N/A,33,37960.15151515151,6522.787878787879,0.17197120880365768,19240989,583060.2727272727,9973.454545454546,35280.333333333336,0.0,0.0,N/A,33,46505.78787878788,7138.787878787879,0.1566014688640585,29849272,904523.3939393939,12713.666666666666,43328.72727272727,0.0,0.0,30088735519416.22,1.6468170113293032,0.960151273784345
96890000,2026-01-18T13:55:56.673658,5189850,1051537,4426520,704839,1192913,0.16250349283894214,0.80785073,0.41299304851660146,10515.37,33749.83,44265.2,11621.75,40276.75,51898.5,1106.37,5942.02,7048.39,0.16250349283894214,807850.73,0.0080785073,11929.13,41165.05,0.0,0.41299304851660146,1051537,3374983,4426520,704839,80785073,0,5,85,0,1,0,4,0,2,3,0,92.76,130,96,N/A,34,48201.82352941176,7469.294117647059,0.15904007121814542,31690236,932065.7647058824,13063.588235294117,44769.05882352941,0.0,0.0,N/A,33,37963.57575757576,6523.30303030303,0.17196918288779728,19242594,583108.9090909091,9974.181818181818,35283.06060606061,0.0,0.0,N/A,33,46510.90909090909,7139.818181818182,0.15660617658121084,29852243,904613.4242424242,12715.242424242424,43333.818181818184,0.0,0.0,30098517947934.89,1.6468796254808473,0.9601468160773017
96900000,2026-01-18T13:55:57.039590,5190343,1051639,4426938,704905,1193031,0.16250354260761887,0.80793129,0.41301582945896986,10516.39,33752.99,44269.38,11622.85,40280.58,51903.43,1106.46,5942.59,7049.05,0.16250354260761887,807931.29,0.0080793129,11930.31,41169.06,0.0,0.41301582945896986,1051639,3375299,4426938,704905,80793129,2,1,91,0,0,0,2,0,1,3,0,39.53,114,96,N/A,34,48206.67647058824,7469.941176470588,0.159037808732645,31693623,932165.3823529412,13064.764705882353,44773.41176470588,0.0,0.0,N/A,33,37966.69696969697,6523.909090909091,0.17197112414336682,19244310,583160.9090909091,9975.363636363636,35286.48484848485,0.0,0.0,N/A,33,46515.454545454544,7140.545454545455,0.15660671718548036,29855196,904702.9090909091,12716.424242424242,43338.06060606061,0.0,0.0,30106234412366.0,1.646908774593633,0.9601446384459762
96910000,2026-01-18T13:55:57.408176,5190890,1051746,4427405,704977,1193165,0.16250308538858427,0.80801209,0.4130407615233949,10517.46,33756.59,44274.05,11624.02,40284.88,51908.9,1106.55,5943.22,7049.77,0.16250308538858427,808012.09,0.0080801209,11931.65,41173.54,0.0,0.4130407615233949,1051746,3375659,4427405,704977,80801209,1,2,90,0,0,0,2,0,2,3,0,75.83,142,95,N/A,34,48212.029411764706,7470.529411764706,0.1590324717524396,31696958,932263.4705882353,13066.029411764706,44778.08823529412,0.0,0.0,N/A,33,37970.878787878784,6524.757575757576,0.17197461326822114,19246331,583222.1515151515,9976.636363636364,35290.666666666664,0.0,0.0,N/A,33,46519.90909090909,7141.272727272727,0.15660734125527825,29857920,904785.4545454546,12717.90909090909,43342.63636363636,0.0,0.0,30111777173721.56,1.6469091173793073,0.9601452475432455
96920000,2026-01-18T13:55:57.779325,5191413,1051852,4427852,705049,1193285,0.1625036445696859,0.80809528,0.4130657160425617,10518.52,33760.0,44278.52,11625.16,40288.97,51914.13,1106.64,5943.85,7050.49,0.1625036445696859,808095.28,0.0080809528,11932.85,41177.7,0.0,0.4130657160425617,1051852,3376000,4427852,705049,80809528,1,3,85,0,2,0,2,0,2,5,0,113.94,178,79,N/A,34,48217.205882352944,7471.14705882353,0.1590290638572711,31700485,932367.2058823529,13067.088235294117,44782.294117647056,0.0,0.0,N/A,33,37974.78787878788,6525.393939393939,0.1719739788983945,19248349,583283.303030303,9977.69696969697,35294.333333333336,0.0,0.0,N/A,33,46524.21212121212,7142.181818181818,0.15661318127801074,29860694,904869.5151515151,12719.39393939394,43347.242424242424,0.0,0.0,30118043142800.223,1.6469196916577105,0.9601451646390355
96930000,2026-01-18T13:55:58.148527,5191955,1051954,4428314,705120,1193426,0.16250215411684785,0.80817422,0.413089860638012,10519.54,33763.6,44283.14,11626.34,40293.21,51919.55,1106.79,5944.41,7051.2,0.16250215411684785,808174.22,0.0080817422,11934.26,41182.33,0.0,0.413089860638012,1051954,3376360,4428314,705120,80817422,0,1,91,0,1,0,3,0,1,3,0,125.12,149,93,N/A,34,48221.91176470588,7471.882352941177,0.15902842243714055,31703400,932452.9411764706,13068.617647058823,44787.17647058824,0.0,0.0,N/A,33,37978.757575757576,6526.0,0.17197196769081302,19250106,583336.5454545454,9978.969696969696,35298.51515151515,0.0,0.0,N/A,33,46529.393939393936,7142.969696969697,0.15661133681894474,29863916,904967.1515151515,12720.818181818182,43352.06060606061,0.0,0.0,30124577283643.56,1.6469208013711716,0.9601443394515965
96940000,2026-01-18T13:55:58.516707,5192482,1052062,4428765,705190,1193550,0.16250155976802008,0.80825711,0.41311414133721214,10520.62,33767.03,44287.65,11627.51,40297.31,51924.82,1106.89,5945.01,7051.9,0.16250155976802008,808257.11,0.0080825711,11935.5,41186.53,0.0,0.41311414133721214,1052062,3376703,4428765,705190,80825711,0,3,95,0,0,0,0,0,1,1,0,20.4,29,96,N/A,34,48226.58823529412,7472.5,0.15902627638793285,31706580,932546.4705882353,13069.911764705883,44791.5,0.0,0.0,N/A,33,37982.969696969696,6526.787878787879,0.17197363445482258,19252155,583398.6363636364,9980.09090909091,35302.63636363636,0.0,0.0,N/A,33,46534.030303030304,7143.666666666667,0.15661008007888327,29866976,905059.8787878788,12722.121212121212,43356.21212121212,0.0,0.0,30130141091053.56,1.6469106964908604,0.9601451217127317
96950000,2026-01-18T13:55:58.885880,5193024,1052171,4429228,705258,1193670,0.1625003029170488,0.808338,0.413137523322712,10521.71,33770.57,44292.28,11628.7,40301.54,51930.24,1106.98,5945.6,7052.58,0.1625003029170488,808338.0,0.00808338,11936.7,41190.78,0.0,0.413137523322712,1052171,3377057,4429228,705258,80833800,0,3,91,0,0,0,3,0,3,0,0,79.38,104,99,N/A,34,48231.5,7473.117647058823,0.15902337916290032,31709573,932634.5,13071.029411764706,44795.85294117647,0.0,0.0,N/A,33,37987.42424242424,6527.424242424242,0.17197029369166497,19254399,583466.6363636364,9981.0,35306.36363636364,0.0,0.0,N/A,33,46538.545454545456,7144.454545454545,0.1566125972224644,29869828,905146.303030303,12723.69696969697,43360.878787878784,0.0,0.0,30133705987704.668,1.6468742026172825,0.9601482533009373
96960000,2026-01-18T13:55:59.257358,5193582,1052282,4429703,705335,1193806,0.16249999847823537,0.80842076,0.4131635648800644,10522.82,33774.21,44297.03,11629.95,40305.87,51935.82,1107.13,5946.22,7053.35,0.16249999847823537,808420.76,0.008084207599999999,11938.06,41195.35,0.0,0.4131635648800644,1052282,3377421,4429703,705335,80842076,0,3,94,0,1,0,0,0,1,1,0,127.02,158,96,N/A,34,48236.35294117647,7474.117647058823,0.1590287518494058,31712717,932726.9705882353,13072.676470588236,44800.94117647059,0.0,0.0,N/A,33,37991.63636363636,6527.939393939394,0.1719648356876839,19256538,583531.4545454546,9981.90909090909,35309.969696969696,0.0,0.0,N/A,33,46543.72727272727,7145.242424242424,0.15661159718939915,29872821,905237.0,12725.212121212122,43365.878787878784,0.0,0.0,30138564145216.223,1.6468545384429953,0.9601499195813815
96970000,2026-01-18T13:55:59.625803,5194133,1052392,4430165,705418,1193941,0.16250270108081552,0.80850415,0.41319226742655396,10523.92,33777.73,44301.65,11631.14,40310.19,51941.33,1107.21,5946.97,7054.18,0.16250270108081552,808504.15,0.0080850415,11939.41,41199.8,0.0,0.41319226742655396,1052392,3377773,4430165,705418,80850415,1,1,88,0,0,0,3,0,2,5,0,121.69,171,92,N/A,34,48241.41176470588,7474.941176470588,0.15903061101235186,31716017,932824.0294117647,13074.176470588236,44805.85294117647,0.0,0.0,N/A,33,37995.93939393939,6528.878787878788,0.17196996384292304,19258328,583585.696969697,9983.181818181818,35314.121212121216,0.0,0.0,N/A,33,46548.21212121212,7145.969696969697,0.15661274323773114,29876070,905335.4545454546,12726.484848484848,43370.15151515151,0.0,0.0,30146207262454.887,1.6468728230197347,0.960148110731182
96980000,2026-01-18T13:55:59.994811,5194649,1052498,4430609,705487,1194051,0.16250207812098835,0.80858915,0.4132159329824026,10524.98,33781.11,44306.09,11632.32,40314.17,51946.49,1107.33,5947.54,7054.87,0.16250207812098835,808589.15,0.0080858915,11940.51,41203.83,0.0,0.4132159329824026,1052498,3378111,4430609,705487,80858915,0,1,92,0,0,0,3,0,4,0,0,91.24,146,98,N/A,34,48246.0,7475.676470588235,0.1590308884667487,31719286,932920.1764705882,13075.441176470587,44810.294117647056,0.0,0.0,N/A,33,37999.84848484849,6529.484848484848,0.17196819902764104,19260198,583642.3636363636,9984.121212121212,35317.69696969697,0.0,0.0,N/A,33,46553.030303030304,7146.69696969697,0.15661233443385536,29879431,905437.303030303,12727.575757575758,43374.21212121212,0.0,0.0,30153561080117.56,1.6468826540620196,0.9601468229511564
96990000,2026-01-18T13:56:00.367870,5195167,1052603,4431049,705556,1194171,0.1625021188670531,0.80867204,0.41323944966727344,10526.03,33784.46,44310.49,11633.52,40318.15,51951.67,1107.48,5948.08,7055.56,0.1625021188670531,808672.04,0.0080867204,11941.71,41207.93,0.0,0.41323944966727344,1052603,3378446,4431049,705556,80867204,0,1,94,0,0,0,2,0,2,1,0,76.0,107,90,N/A,34,48250.58823529412,7476.558823529412,0.15903582136644742,31722157,933004.6176470588,13076.941176470587,44814.94117647059,0.0,0.0,N/A,33,38003.666666666664,6530.0,0.1719643405490635,19262605,583715.303030303,9985.09090909091,35321.121212121216,0.0,0.0,N/A,33,46557.818181818184,7147.363636363636,0.15661123400384852,29882442,905528.5454545454,12728.69696969697,43378.42424242424,0.0,0.0,30156213914277.56,1.646825909579727,0.960151301221093
97000000,2026-01-18T13:56:00.736100,5195698,1052716,4431510,705620,1194278,0.1625001286679009,0.80875545,0.4132613858288336,10527.16,33787.94,44315.1,11634.73,40322.25,51956.98,1107.56,5948.64,7056.2,0.1625001286679009,808755.45,0.0080875545,11942.78,41211.93,0.0,0.4132613858288336,1052716,3378794,4431510,705620,80875545,0,1,95,0,0,0,1,0,1,2,0,88.66,152,68,N/A,34,48256.17647058824,7477.205882352941,0.15903210417836483,31725877,933114.0294117647,13078.0,44819.41176470588,0.0,0.0,N/A,33,38007.15151515151,6530.424242424242,0.17195945609116656,19264220,583764.2424242424,9985.90909090909,35324.181818181816,0.0,0.0,N/A,33,46562.545454545456,7148.212121212121,0.1566139173853693,29885448,905619.6363636364,12730.030303030304,43382.878787878784,0.0,0.0,30165617590852.668,1.6468809533944275,0.960147264308325
97010000,2026-01-18T13:56:01.105213,5196241,1052831,4431974,705692,1194390,0.16249968407236676,0.80883907,0.41328592279752596,10528.31,33791.43,44319.74,11635.95,40326.46,51962.41,1107.63,5949.29,7056.92,0.16249968407236676,808839.07,0.0080883907,11943.9,41216.03,0.0,0.41328592279752596,1052831,3379143,4431974,705692,80883907,0,1,94,0,1,0,1,0,2,1,0,120.99,145,89,N/A,34,48261.205882352944,7478.088235294118,0.15903461520020107,31729196,933211.6470588235,13079.29411764706,44824.0,0.0,0.0,N/A,33,38011.48484848485,6530.848484848485,0.17195103505941978,19266560,583835.1515151515,9986.666666666666,35327.393939393936,0.0,0.0,N/A,33,46567.09090909091,7149.060606060606,0.1566184040445147,29888151,905701.5454545454,12731.333333333334,43387.36363636364,0.0,0.0,30169437570200.223,1.6468532005713525,0.960150331118778
97020000,2026-01-18T13:56:01.478524,5196792,1052940,4432449,705759,1194511,0.16249740595909837,0.80892149,0.413308968004251,10529.4,33795.09,44324.49,11637.22,40330.7,51967.92,1107.81,5949.78,7057.59,0.16249740595909837,808921.49,0.0080892149,11945.11,41220.27,0.0,0.413308968004251,1052940,3379509,4432449,705759,80892149,0,2,89,0,1,0,3,0,3,2,0,127.26,154,97,N/A,34,48266.64705882353,7478.764705882353,0.1590307433901044,31732667,933313.7352941176,13080.411764705883,44828.44117647059,0.0,0.0,N/A,33,38015.78787878788,6531.484848484848,0.1719480131487301,19268631,583897.9090909091,9987.69696969697,35331.15151515151,0.0,0.0,N/A,33,46571.57575757576,7149.757575757576,0.15661851171933927,29890851,905783.3636363636,12732.818181818182,43391.878787878784,0.0,0.0,30175115257283.56,1.6468563334883521,0.9601509284654441
97030000,2026-01-18T13:56:01.847622,5197330,1053050,4432912,705824,1194635,0.1624956156582698,0.80900195,0.4133313752542683,10530.5,33798.62,44329.12,11638.41,40334.89,51973.3,1107.9,5950.34,7058.24,0.1624956156582698,809001.95,0.0080900195,11946.35,41224.57,0.0,0.4133313752542683,1053050,3379862,4432912,705824,80900195,0,1,92,0,0,0,1,0,1,5,0,48.03,75,65,N/A,34,48272.44117647059,7479.5,0.1590277003675069,31735816,933406.3529411765,13081.882352941177,44833.55882352941,0.0,0.0,N/A,33,38019.57575757576,6532.0,0.17194478951732456,19271125,583973.4848484849,9988.757575757576,35334.84848484849,0.0,0.0,N/A,33,46575.84848484849,7150.454545454545,0.15661944543212225,29893254,905856.1818181818,12734.0,43395.93939393939,0.0,0.0,30177020104662.89,1.6468066083324144,0.9601561238945399
97040000,2026-01-18T13:56:02.217752,5197912,1053168,4433409,705904,1194768,0.1624949261027943,0.8090855,0.41335867385155667,10531.68,33802.41,44334.09,11639.73,40339.39,51979.12,1108.05,5950.99,7059.04,0.1624949261027943,809085.5,0.008090855000000001,11947.68,41229.15,0.0,0.41335867385155667,1053168,3380241,4433409,705904,80908550,0,4,94,0,0,0,0,0,0,2,0,23.71,100,96,N/A,34,48277.55882352941,7480.441176470588,0.1590306345635579,31739227,933506.6764705882,13083.264705882353,44838.26470588235,0.0,0.0,N/A,33,38024.63636363636,6532.575757575758,0.17193676603071065,19273554,584047.0909090909,9989.848484848484,35339.030303030304,0.0,0.0,N/A,33,46580.57575757576,7151.333333333333,0.1566223562456064,29895769,905932.3939393939,12735.515151515152,43400.78787878788,0.0,0.0,30180310249657.56,1.646776043484248,0.9601598544059036
