tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_0_avg_epsilon,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_1_avg_epsilon,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_2_avg_epsilon,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
90370000,2026-01-19T11:34:08.419253,4622462,951448,4032070,590391,993218,0.18058396879318658,0.73209878,0.36991381682567614,9514.48,30806.22,40320.7,10346.95,35877.67,46224.62,832.46,5071.45,5903.91,0.18058396879318658,732098.78,0.0073209877999999996,9932.18,0.0,0.0,0.36991381682567614,951448,3080622,4032070,590391,73209878,0.03,0.03,0.03,0,3,94,0,0,0,2,0,1,0,0,84.7,122,88,N/A,34,48399.67647058824,6196.941176470588,0.16426847530642447,32389852,952642.7058823529,11411.441176470587,0.0,0.0,0,0.03,N/A,33,34947.84848484849,5582.242424242424,0.1774686799887737,17309812,524539.7575757576,7901.121212121212,0.0,0.0,0,0.03,N/A,33,37369.757575757576,5923.666666666667,0.20050915997789975,23510214,712430.7272727273,10439.151515151516,0.0,0.0,0,0.03,38300062486027.555,1.871184505065682,0.9395727227989407
90380000,2026-01-19T11:34:09.029512,4622972,951556,4032520,590451,993318,0.18058438472570798,0.732181,0.3699374975954111,9515.56,30809.64,40325.2,10348.09,35881.63,46229.72,832.52,5071.99,5904.51,0.18058438472570798,732181.0,0.00732181,9933.18,0.0,0.0,0.3699374975954111,951556,3080964,4032520,590451,73218100,0.03,0.03,0.03,0,14,83,0,0,0,1,0,2,0,0,61.1,94,65,N/A,34,48405.08823529412,6197.558823529412,0.16426853951324047,32393622,952753.5882352941,11412.5,0.0,0.0,0,0.03,N/A,33,34951.48484848485,5582.69696969697,0.1774634670117163,17311650,524595.4545454546,7901.727272727273,0.0,0.0,0,0.03,N/A,33,37374.181818181816,5924.393939393939,0.2005155672040602,23512828,712509.9393939395,10440.484848484848,0.0,0.0,0,0.03,38309887785211.555,1.8712036114408506,0.9395709116235539
90390000,2026-01-19T11:34:09.645365,4623472,951660,4032959,590513,993420,0.18058149688503933,0.7322619,0.3699618778618343,9516.6,30812.99,40329.59,10349.22,35885.5,46234.72,832.62,5072.51,5905.13,0.18058149688503933,732261.9,0.007322619,9934.2,0.0,0.0,0.3699618778618343,951660,3081299,4032959,590513,73226190,0.03,0.03,0.03,0,10,87,0,0,0,1,0,2,0,0,28.1,106,96,N/A,34,48410.617647058825,6198.264705882353,0.16426893041334303,32397823,952877.1470588235,11413.5,0.0,0.0,0,0.03,N/A,33,34954.878787878784,5583.393939393939,0.17746642431469353,17312693,524627.0606060605,7902.515151515152,0.0,0.0,0,0.03,N/A,33,37378.393939393936,5924.848484848485,0.20050345612319337,23515674,712596.1818181818,10441.757575757576,0.0,0.0,0,0.03,38325632362384.664,1.8713335354586371,0.9395601273505305
90400000,2026-01-19T11:34:10.256175,4624008,951770,4033427,590580,993531,0.18058198685672278,0.73234349,0.3699883437190381,9517.7,30816.57,40334.27,10350.43,35889.65,46240.08,832.72,5073.08,5905.8,0.18058198685672278,732343.49,0.0073234349,9935.31,0.0,0.0,0.3699883437190381,951770,3081657,4033427,590580,73234349,0.03,0.03,0.03,0,5,90,0,0,0,2,0,3,0,0,123.52,155,96,N/A,34,48416.94117647059,6198.823529411765,0.16426331536337035,32401927,952997.8529411765,11414.529411764706,0.0,0.0,0,0.03,N/A,33,34958.90909090909,5584.0,0.1774646245084746,17314326,524676.5454545454,7903.363636363636,0.0,0.0,0,0.03,N/A,33,37382.030303030304,5925.69696969697,0.2005125258950916,23518096,712669.5757575758,10443.212121212122,0.0,0.0,0,0.03,38338324376073.555,1.8713940698586824,0.9395539783794775
90410000,2026-01-19T11:34:10.878827,4624543,951880,4033898,590644,993646,0.1805809805620391,0.73242003,0.3700136863326506,9518.8,30820.18,40338.98,10351.57,35893.86,46245.43,832.76,5073.68,5906.44,0.1805809805620391,732420.03,0.0073242003,9936.46,0.0,0.0,0.3700136863326506,951880,3082018,4033898,590644,73242003,0.03,0.03,0.03,0,6,88,0,1,0,2,0,3,0,0,130.12,150,97,N/A,34,48421.882352941175,6199.382352941177,0.16426524413642019,32405154,953092.7647058824,11415.85294117647,0.0,0.0,0,0.03,N/A,33,34963.09090909091,5584.666666666667,0.17746529043612627,17315952,524725.8181818182,7904.090909090909,0.0,0.0,0,0.03,N/A,33,37387.030303030304,5926.393939393939,0.2005068233688926,23520897,712754.4545454546,10444.60606060606,0.0,0.0,0,0.03,38346153543542.0,1.8714047024385376,0.9395542523995108
90420000,2026-01-19T11:34:11.495352,4625049,951985,4034344,590704,993754,0.1805784515346492,0.73250258,0.3700374453749735,9519.85,30823.59,40343.44,10352.7,35897.79,46250.49,832.85,5074.19,5907.04,0.1805784515346492,732502.58,0.0073250258,9937.54,0.0,0.0,0.3700374453749735,951985,3082359,4034344,590704,73250258,0.03,0.03,0.03,1,10,87,0,1,0,1,0,0,0,0,73.42,177,96,N/A,34,48426.85294117647,6199.970588235294,0.16426380395580642,32408537,953192.2647058824,11417.0,0.0,0.0,0,0.03,N/A,33,34967.06060606061,5585.393939393939,0.17746607876563805,17317866,524783.8181818182,7905.181818181818,0.0,0.0,0,0.03,N/A,33,37391.454545454544,5926.878787878788,0.20049985514246801,23523855,712844.0909090909,10445.60606060606,0.0,0.0,0,0.03,38353358326609.555,1.8713932190028495,0.9395563839987615
90430000,2026-01-19T11:34:12.103750,4625554,952093,4034788,590765,993848,0.18057713168729364,0.73258648,0.3700609108793561,9520.93,30826.95,40347.88,10353.86,35901.68,46255.54,832.92,5074.73,5907.65,0.18057713168729364,732586.48,0.007325864800000001,9938.48,0.0,0.0,0.3700609108793561,952093,3082695,4034788,590765,73258648,0.03,0.03,0.03,0,9,87,0,0,0,1,0,3,0,0,92.47,116,99,N/A,34,48431.67647058824,6200.735294117647,0.16426647184495166,32412127,953297.8529411765,11418.176470588236,0.0,0.0,0,0.03,N/A,33,34971.09090909091,5585.878787878788,0.17746316834546805,17319891,524845.1818181818,7905.909090909091,0.0,0.0,0,0.03,N/A,33,37395.90909090909,5927.454545454545,0.2004960172909262,23526630,712928.1818181818,10446.515151515152,0.0,0.0,0,0.03,38361250381202.89,1.871381696339775,0.9395577079660188
90440000,2026-01-19T11:34:12.715750,4626058,952193,4035229,590828,993962,0.18057434208437506,0.73266652,0.3700850914914562,9521.93,30830.36,40352.29,10354.95,35905.63,46260.58,833.01,5075.27,5908.28,0.18057434208437506,732666.52,0.0073266652,9939.62,0.0,0.0,0.3700850914914562,952193,3083036,4035229,590828,73266652,0.03,0.03,0.03,0,4,91,0,0,0,3,0,2,0,0,72.19,115,98,N/A,34,48436.294117647056,6201.264705882353,0.16426226966200783,32415291,953390.9117647059,11419.441176470587,0.0,0.0,0,0.03,N/A,33,34975.454545454544,5586.757575757576,0.17746688682095063,17321855,524904.696969697,7906.909090909091,0.0,0.0,0,0.03,N/A,33,37400.15151515151,5927.939393939394,0.2004881749950869,23529506,713015.3333333334,10447.666666666666,0.0,0.0,0,0.03,38367101810013.555,1.8713521733093827,0.9395614546984563
90450000,2026-01-19T11:34:13.328581,4626564,952295,4035669,590894,994073,0.18057295543137336,0.7327486,0.3701102528514014,9522.95,30833.74,40356.69,10356.13,35909.51,46265.64,833.17,5075.77,5908.94,0.18057295543137336,732748.6,0.007327485999999999,9940.73,0.0,0.0,0.3701102528514014,952295,3083374,4035669,590894,73274860,0.03,0.03,0.03,0,8,88,0,0,0,2,0,2,0,0,94.83,119,98,N/A,34,48442.029411764706,6202.029411764706,0.16426069725160608,32418904,953497.1764705882,11420.764705882353,0.0,0.0,0,0.03,N/A,33,34979.030303030304,5587.393939393939,0.17746535462847016,17323722,524961.2727272727,7907.787878787879,0.0,0.0,0,0.03,N/A,33,37404.0,5928.515151515152,0.20048712526797616,23532234,713098.0,10448.787878787878,0.0,0.0,0,0.03,38375893839574.22,1.8713590532103899,0.9395611660307503
90460000,2026-01-19T11:34:13.926147,4627073,952402,4036115,590957,994175,0.1805710136681366,0.73283028,0.3701347072422494,9524.02,30837.13,40361.15,10357.3,35913.43,46270.73,833.27,5076.3,5909.57,0.1805710136681366,732830.28,0.0073283028,9941.75,0.0,0.0,0.3701347072422494,952402,3083713,4036115,590957,73283028,0.03,0.03,0.03,0,8,88,0,0,0,1,0,3,0,0,74.9,90,96,N/A,34,48446.85294117647,6202.735294117647,0.1642652603696979,32421857,953584.0294117647,11422.029411764706,0.0,0.0,0,0.03,N/A,33,34982.72727272727,5587.969696969697,0.1774651138269794,17325714,525021.6363636364,7908.515151515152,0.0,0.0,0,0.03,N/A,33,37408.84848484849,5929.121212121212,0.2004767805440488,23535457,713195.6666666666,10449.848484848484,0.0,0.0,0,0.03,38380282951388.664,1.8713143365981915,0.9395673306459575
90470000,2026-01-19T11:34:14.530687,4627590,952513,4036566,591023,994274,0.1805729832545845,0.73291584,0.3701606895413605,9525.13,30840.53,40365.66,10358.47,35917.43,46275.9,833.33,5076.9,5910.23,0.1805729832545845,732915.84,0.0073291584,9942.74,0.0,0.0,0.3701606895413605,952513,3084053,4036566,591023,73291584,0.03,0.03,0.03,0,6,88,0,1,0,3,0,2,0,0,139.63,171,89,N/A,34,48452.85294117647,6203.294117647059,0.16426392929727057,32426423,953718.3235294118,11422.85294117647,0.0,0.0,0,0.03,N/A,33,34985.878787878784,5588.666666666667,0.17747104812506875,17327050,525062.1212121212,7909.212121212121,0.0,0.0,0,0.03,N/A,33,37413.181818181816,5929.848484848485,0.20047818609769644,23538111,713276.0909090909,10451.30303030303,0.0,0.0,0,0.03,38396714883132.664,1.8714335677452307,0.9395562829808638
90480000,2026-01-19T11:34:15.139326,4628102,952619,4037015,591086,994381,0.18057308057197413,0.7329994,0.370185453454518,9526.19,30843.96,40370.15,10359.64,35921.38,46281.02,833.44,5077.42,5910.86,0.18057308057197413,732999.4,0.007329993999999999,9943.81,0.0,0.0,0.370185453454518,952619,3084396,4037015,591086,73299940,0.03,0.03,0.03,0,9,88,0,0,0,1,0,2,0,0,49.69,98,88,N/A,34,48458.470588235294,6203.941176470588,0.16426313924216815,32430323,953833.0294117647,11423.970588235294,0.0,0.0,0,0.03,N/A,33,34989.818181818184,5589.30303030303,0.1774703816901782,17328846,525116.5454545454,7910.181818181818,0.0,0.0,0,0.03,N/A,33,37417.06060606061,5930.454545454545,0.2004799614299338,23540771,713356.696969697,10452.424242424242,0.0,0.0,0,0.03,38407417171984.23,1.8714646664873125,0.9395534046311614
90490000,2026-01-19T11:34:15.749035,4628627,952726,4037473,591153,994491,0.18057283450443395,0.73308303,0.37021170222150324,9527.26,30847.47,40374.73,10360.82,35925.45,46286.27,833.56,5077.97,5911.53,0.18057283450443395,733083.03,0.0073308303,9944.91,0.0,0.0,0.37021170222150324,952726,3084747,4037473,591153,73308303,0.03,0.03,0.03,0,5,90,0,2,0,3,0,0,0,0,14.95,65,23,N/A,34,48463.470588235294,6204.617647058823,0.16426219997993438,32433691,953932.0882352941,11425.14705882353,0.0,0.0,0,0.03,N/A,33,34994.51515151515,5589.909090909091,0.17746354847892473,17331012,525182.1818181818,7911.060606060606,0.0,0.0,0,0.03,N/A,33,37421.09090909091,5931.181818181818,0.20048701670670033,23543600,713442.4242424242,10453.666666666666,0.0,0.0,0,0.03,38413431180340.664,1.8714251077778954,0.939557470891372
90500000,2026-01-19T11:34:16.363503,4629147,952834,4037929,591218,994604,0.18057527490094497,0.73316561,0.370237773991132,9528.34,30850.95,40379.29,10361.97,35929.5,46291.47,833.63,5078.55,5912.18,0.18057527490094497,733165.61,0.0073316561,9946.04,0.0,0.0,0.370237773991132,952834,3085095,4037929,591218,73316561,0.03,0.03,0.03,1,8,90,0,0,0,1,0,0,0,0,13.73,24,97,N/A,34,48468.76470588235,6205.176470588235,0.16425969917277553,32437401,954041.2058823529,11426.176470588236,0.0,0.0,0,0.03,N/A,33,34998.666666666664,5590.575757575758,0.17746717894024977,17333027,525243.2424242424,7912.060606060606,0.0,0.0,0,0.03,N/A,33,37425.30303030303,5931.909090909091,0.2004933579755117,23546133,713519.1818181818,10455.030303030304,0.0,0.0,0,0.03,38422160749659.555,1.871421593008538,0.9395573604454097
90510000,2026-01-19T11:34:16.977952,4629675,952942,4038392,591283,994714,0.18057398996031018,0.73324565,0.3702633323196135,9529.42,30854.5,40383.92,10363.16,35933.59,46296.75,833.74,5079.09,5912.83,0.18057398996031018,733245.65,0.0073324565,9947.14,0.0,0.0,0.3702633323196135,952942,3085450,4038392,591283,73324565,0.03,0.03,0.03,0,5,93,0,0,0,1,0,1,0,0,22.34,98,99,N/A,34,48473.529411764706,6205.823529411765,0.16426313916233626,32440565,954134.2647058824,11427.411764705883,0.0,0.0,0,0.03,N/A,33,35002.69696969697,5591.30303030303,0.17746419369703134,17334544,525289.2121212122,7912.969696969697,0.0,0.0,0,0.03,N/A,33,37430.393939393936,5932.484848484848,0.2004889052275622,23549456,713619.8787878788,10456.181818181818,0.0,0.0,0,0.03,38429868985562.89,1.8714403447820722,0.9395583672850037
90520000,2026-01-19T11:34:17.577317,4630193,953052,4038851,591342,994813,0.1805719055122833,0.73332848,0.3702868475983459,9530.52,30857.99,40388.51,10364.31,35937.62,46301.93,833.79,5079.63,5913.42,0.1805719055122833,733328.48,0.007333284799999999,9948.13,0.0,0.0,0.3702868475983459,953052,3085799,4038851,591342,73332848,0.03,0.03,0.03,0,7,91,0,0,0,2,0,0,0,0,44.08,47,98,N/A,34,48478.67647058824,6206.323529411765,0.16425983068243225,32444306,954244.2941176471,11428.5,0.0,0.0,0,0.03,N/A,33,35007.030303030304,5591.939393939394,0.17746215783577882,17336511,525348.8181818182,7913.848484848485,0.0,0.0,0,0.03,N/A,33,37434.666666666664,5933.121212121212,0.2004880333165131,23552031,713697.9090909091,10457.181818181818,0.0,0.0,0,0.03,38438968145338.89,1.871443798582079,0.9395577522158644
90530000,2026-01-19T11:34:18.172860,4630676,953151,4039276,591399,994914,0.18057072727129614,0.73340624,0.3703092132227603,9531.51,30861.25,40392.76,10365.37,35941.39,46306.76,833.85,5080.14,5913.99,0.18057072727129614,733406.24,0.0073340624,9949.14,0.0,0.0,0.3703092132227603,953151,3086125,4039276,591399,73340624,0.03,0.03,0.03,0,10,86,0,0,0,2,0,2,0,0,54.52,82,91,N/A,34,48482.91176470588,6206.970588235294,0.1642638429599075,32447298,954332.2941176471,11429.764705882353,0.0,0.0,0,0.03,N/A,33,35011.242424242424,5592.424242424242,0.17745743722286705,17338895,525421.0606060605,7914.575757575758,0.0,0.0,0,0.03,N/A,33,37438.969696969696,5933.69696969697,0.2004850496405499,23554431,713770.6363636364,10458.212121212122,0.0,0.0,0,0.03,38442201384154.89,1.8713590456600608,0.9395650181196779
90540000,2026-01-19T11:34:18.783680,4631195,953264,4039733,591462,995013,0.18056946631255794,0.73349147,0.37033442817044765,9532.64,30864.69,40397.33,10366.56,35945.39,46311.95,833.92,5080.7,5914.62,0.18056946631255794,733491.47,0.0073349147,9950.13,0.0,0.0,0.37033442817044765,953264,3086469,4039733,591462,73349147,0.03,0.03,0.03,0,16,82,1,1,0,0,0,0,0,0,83.98,180,96,N/A,34,48488.0,6207.64705882353,0.16426984917547424,32450809,954435.5588235294,11430.882352941177,0.0,0.0,0,0.03,N/A,33,35015.030303030304,5592.909090909091,0.17745097424933415,17340691,525475.4848484849,7915.363636363636,0.0,0.0,0,0.03,N/A,33,37443.78787878788,5934.424242424242,0.2004815033048983,23557647,713868.0909090909,10459.272727272728,0.0,0.0,0,0.03,38450504248678.23,1.871367698092308,0.9395659521354152
90550000,2026-01-19T11:34:19.403169,4631723,953369,4040189,591533,995135,0.1805695022128199,0.73357317,0.3703619739087292,9533.69,30868.2,40401.89,10367.7,35949.53,46317.23,834.01,5081.32,5915.33,0.1805695022128199,733573.17,0.0073357317,9951.35,0.0,0.0,0.3703619739087292,953369,3086820,4040189,591533,73357317,0.03,0.03,0.03,0,8,90,0,1,0,1,0,0,0,0,9.76,104,74,N/A,34,48493.705882352944,6208.35294117647,0.16426754385919518,32454827,954553.7352941176,11432.14705882353,0.0,0.0,0,0.03,N/A,33,35018.606060606064,5593.606060606061,0.17745368224068578,17341977,525514.4545454546,7916.30303030303,0.0,0.0,0,0.03,N/A,33,37448.15151515151,5935.151515151515,0.20048127927656742,23560513,713954.9393939395,10460.727272727272,0.0,0.0,0,0.03,38464138515154.664,1.8714606183597176,0.9395584694503503
90560000,2026-01-19T11:34:20.021045,4632219,953468,4040623,591595,995245,0.18056905742019477,0.73365034,0.3703858455102296,9534.68,30871.55,40406.23,10368.81,35953.38,46322.19,834.12,5081.83,5915.95,0.18056905742019477,733650.34,0.0073365033999999996,9952.45,0.0,0.0,0.3703858455102296,953468,3087155,4040623,591595,73365034,0.03,0.03,0.03,0,5,91,0,0,0,2,0,2,0,0,94.99,160,72,N/A,34,48499.08823529412,6209.117647058823,0.16427194193781972,32458321,954656.5,11433.5,0.0,0.0,0,0.03,N/A,33,35022.36363636364,5594.181818181818,0.17744996094669035,17343611,525563.9696969697,7917.0,0.0,0.0,0,0.03,N/A,33,37452.0,5935.666666666667,0.20047912136038865,23563102,714033.3939393939,10461.969696969696,0.0,0.0,0,0.03,38473494193460.23,1.8714857592228054,0.9395566057514955
90570000,2026-01-19T11:34:20.638631,4632731,953575,4041069,591661,995349,0.18057057528794132,0.73373344,0.3704118457445144,9535.75,30874.94,40410.69,10369.98,35957.33,46327.31,834.22,5082.39,5916.61,0.18057057528794132,733733.44,0.007337334399999999,9953.49,0.0,0.0,0.3704118457445144,953575,3087494,4041069,591661,73373344,0.03,0.03,0.03,0,6,87,0,2,0,3,0,2,0,0,105.94,124,95,N/A,34,48504.82352941176,6209.882352941177,0.1642733482354805,32462045,954766.0294117647,11434.617647058823,0.0,0.0,0,0.03,N/A,33,35025.63636363636,5594.636363636364,0.17744957725585794,17345276,525614.4242424242,7917.727272727273,0.0,0.0,0,0.03,N/A,33,37456.333333333336,5936.424242424242,0.20048265573771165,23566023,714121.9090909091,10463.242424242424,0.0,0.0,0,0.03,38483733962428.23,1.8715208106230192,0.9395543573829028
90580000,2026-01-19T11:34:21.252257,4633241,953682,4041512,591728,995458,0.18057174502219223,0.73381723,0.37043841258415017,9536.82,30878.3,40415.12,10371.12,35961.29,46332.41,834.3,5082.98,5917.28,0.18057174502219223,733817.23,0.0073381723,9954.58,0.0,0.0,0.37043841258415017,953682,3087830,4041512,591728,73381723,0.03,0.03,0.03,0,11,86,0,2,0,1,0,0,0,0,50.48,99,52,N/A,34,48509.55882352941,6210.676470588235,0.16427894837277837,32465471,954866.7941176471,11435.882352941177,0.0,0.0,0,0.03,N/A,33,35029.36363636364,5595.181818181818,0.17745021204822786,17347428,525679.6363636364,7918.666666666667,0.0,0.0,0,0.03,N/A,33,37461.15151515151,5937.090909090909,0.20047979575615876,23568824,714206.7878787878,10464.30303030303,0.0,0.0,0,0.03,38490146686808.23,1.8714861361580517,0.9395578647448295
90590000,2026-01-19T11:34:21.867290,4633739,953783,4041942,591797,995570,0.18057201768245457,0.73390137,0.3704652989603177,9537.83,30881.59,40419.42,10372.25,35965.14,46337.39,834.42,5083.55,5917.97,0.18057201768245457,733901.37,0.0073390137,9955.7,0.0,0.0,0.3704652989603177,953783,3088159,4041942,591797,73390137,0.03,0.03,0.03,0,7,91,0,0,0,1,0,1,0,0,19.56,103,96,N/A,34,48514.58823529412,6211.558823529412,0.16428135653297501,32469006,954970.7647058824,11437.14705882353,0.0,0.0,0,0.03,N/A,33,35033.57575757576,5595.727272727273,0.17744439134974047,17349683,525747.9696969697,7919.575757575758,0.0,0.0,0,0.03,N/A,33,37464.78787878788,5937.727272727273,0.20048396156311732,23571448,714286.303030303,10465.484848484848,0.0,0.0,0,0.03,38496758450768.664,1.8714466425697807,0.9395611325740169
90600000,2026-01-19T11:34:22.464310,4634263,953887,4042400,591862,995688,0.1805717595806711,0.73397906,0.3704910926023795,9538.87,30885.13,40424.0,10373.39,35969.24,46342.63,834.51,5084.11,5918.62,0.1805717595806711,733979.06,0.0073397906,9956.88,0.0,0.0,0.3704910926023795,953887,3088513,4042400,591862,73397906,0.03,0.03,0.03,0,8,87,0,0,0,3,0,2,0,0,146.43,170,99,N/A,34,48520.5,6212.117647058823,0.16427963434723641,32472641,955077.6764705882,11438.411764705883,0.0,0.0,0,0.03,N/A,33,35037.27272727273,5596.575757575758,0.17744925987220847,17351251,525795.4848484849,7920.545454545455,0.0,0.0,0,0.03,N/A,33,37468.878787878784,5938.272727272727,0.20048008528721792,23574014,714364.0606060605,10466.787878787878,0.0,0.0,0,0.03,38507197485710.89,1.8714870184288153,0.9395577580782851
90610000,2026-01-19T11:34:23.057080,4634776,953996,4042851,591924,995786,0.18057062642154662,0.73406245,0.3705152953179762,9539.96,30888.55,40428.51,10374.59,35973.17,46347.76,834.62,5084.62,5919.24,0.18057062642154662,734062.45,0.0073406245,9957.86,0.0,0.0,0.3705152953179762,953996,3088855,4042851,591924,73406245,0.03,0.03,0.03,0,10,85,0,0,0,2,0,3,0,0,105.61,114,97,N/A,34,48525.617647058825,6212.794117647059,0.16428067153829876,32476446,955189.5882352941,11439.64705882353,0.0,0.0,0,0.03,N/A,33,35040.181818181816,5597.151515151515,0.17745372826444006,17352436,525831.3939393939,7921.272727272727,0.0,0.0,0,0.03,N/A,33,37474.36363636364,5938.878787878788,0.20047111445836305,23577363,714465.5454545454,10467.757575757576,0.0,0.0,0,0.03,38519896986257.555,1.8715784919189444,0.9395519354210319
90620000,2026-01-19T11:34:23.651483,4635281,954102,4043292,591988,995889,0.18056994710920007,0.73414511,0.370540452703912,9541.02,30891.9,40432.92,10375.74,35977.07,46352.81,834.72,5085.16,5919.88,0.18056994710920007,734145.11,0.0073414511,9958.89,0.0,0.0,0.370540452703912,954102,3089190,4043292,591988,73414511,0.03,0.03,0.03,1,3,92,0,0,0,1,0,3,0,0,93.87,122,96,N/A,34,48531.117647058825,6213.470588235294,0.16427939121761764,32479988,955293.7647058824,11440.911764705883,0.0,0.0,0,0.03,N/A,33,35043.969696969696,5597.757575757576,0.17745222643974634,17354522,525894.6060606061,7922.030303030303,0.0,0.0,0,0.03,N/A,33,37478.27272727273,5939.515151515152,0.20047187687907214,23580001,714545.4848484849,10468.818181818182,0.0,0.0,0,0.03,38527342121862.88,1.8715576263062734,0.9395537492959576
90630000,2026-01-19T11:34:24.261476,4635799,954211,4043749,592049,995989,0.1805667856247074,0.73422941,0.3705642030775768,9542.11,30895.38,40437.49,10376.92,35981.07,46357.99,834.8,5085.69,5920.49,0.1805667856247074,734229.41,0.0073422941,9959.89,0.0,0.0,0.3705642030775768,954211,3089538,4043749,592049,73422941,0.03,0.03,0.03,0,4,92,0,0,0,3,0,1,0,0,91.16,172,96,N/A,34,48536.294117647056,6214.088235294118,0.16427752915450763,32483823,955406.5588235294,11442.117647058823,0.0,0.0,0,0.03,N/A,33,35047.57575757576,5598.272727272727,0.17744749279901753,17356275,525947.7272727273,7922.636363636364,0.0,0.0,0,0.03,N/A,33,37483.181818181816,5940.212121212121,0.20046894875302732,23582843,714631.6060606061,10470.0,0.0,0.0,0,0.03,38537811390147.555,1.8715895547863812,0.9395513607032157
90640000,2026-01-19T11:34:24.872358,4636258,954297,4044148,592109,996115,0.1805674983685692,0.73429484,0.3705873394837941,9542.97,30898.51,40441.48,10377.83,35984.75,46362.58,834.86,5086.23,5921.09,0.1805674983685692,734294.84,0.0073429484,9961.15,0.0,0.0,0.3705873394837941,954297,3089851,4044148,592109,73429484,0.03,0.03,0.03,1,8,86,0,2,0,3,0,0,0,0,96.58,176,98,N/A,34,48540.705882352944,6214.64705882353,0.16427940603019794,32486666,955490.1764705882,11443.64705882353,0.0,0.0,0,0.03,N/A,33,35051.36363636364,5599.090909090909,0.17745178870328923,17358025,526000.7575757576,7923.575757575758,0.0,0.0,0,0.03,N/A,33,37486.93939393939,5940.636363636364,0.2004648789279286,23584793,714690.696969697,10471.30303030303,0.0,0.0,0,0.03,38543529015648.23,1.8715646509323498,0.939553056947999
90650000,2026-01-19T11:34:25.473428,4636794,954405,4044619,592174,996236,0.18056914733982057,0.73437189,0.3706127942671637,9544.05,30902.14,40446.19,10378.99,35988.95,46367.94,834.93,5086.81,5921.74,0.18056914733982057,734371.89,0.007343718900000001,9962.36,0.0,0.0,0.3706127942671637,954405,3090214,4044619,592174,73437189,0.03,0.03,0.03,0,12,85,0,0,0,2,0,1,0,0,99.53,136,98,N/A,34,48545.55882352941,6215.235294117647,0.1642819711252821,32489422,955571.2352941176,11444.882352941177,0.0,0.0,0,0.03,N/A,33,35055.72727272727,5599.818181818182,0.17745462360847394,17359831,526055.4848484849,7924.636363636364,0.0,0.0,0,0.03,N/A,33,37491.84848484849,5941.272727272727,0.20046439808008565,23587936,714785.9393939395,10472.636363636364,0.0,0.0,0,0.03,38547807636278.0,1.8715287032460166,0.9395586706383111
